latitude,longitude,lease,operator,fake_number
29.169225,-97.533508,WINWOOD UNIT,EOG RESOURCES INCORPORATED,1
29.169294,-97.533447,WINWOOD UNIT,EOG RESOURCES INCORPORATED,26
29.169364,-97.533386,WINWOOD UNIT,EOG RESOURCES INCORPORATED,13
29.169433,-97.533325,WINWOOD UNIT,EOG RESOURCES INCORPORATED,12
33.499499,-100.741896,SWENSON 268,CRESTON PETROLEUM CORPORATION,4
28.520121,-99.767146,BOWMAN RUTH MCCLEAN,EXCO OPERATING COMPANY LP,3
28.588359,-99.851003,BAIN,JANCO OPERATING,2
28.591802,-99.839103,BAIN UNIT,OMNI PETROLEUM CORPORATION,96
28.637631,-99.493451,BAGGETT JOHN B,MCDANIEL COMPANY INCORPORATED THE,92
28.624870,-99.468886,HATCH G W,GULF OIL & REFINING COMPANY,88
28.624870,-99.468886,HATCH G W,GULF OIL & REFINING COMPANY,96
28.537245,-99.508483,LAS VEGAS RANCH,SABINAL RESOURCES INCORPORATED,65
28.517500,-99.752760,SAGO/EXXON BOWERS,MARTINEAU PETROLEUM INC,45
28.602296,-99.824104,NELSON BEULAH G,SEISMOTECH ENERGY INCORPORATED,12
28.559324,-99.525474,FROST NATIONAL BANK TRUST,MCDANIEL COMPANY INCORPORATED THE,69
28.637410,-99.723624,NO 179-1H LITTLE,HAWTHORN ENERGY PARTNERS LLC,14
28.637410,-99.723624,LITTLE 179,HAWTHORN ENERGY PARTNERS LLC,43
28.606775,-99.434928,BASIN-THOMPSON,EAGLE FORD OIL COMPANY INC,58
28.538131,-99.540280,BAGBY J H,SABINAL RESOURCES INCORPORATED,11
28.605006,-99.477379,ROD A J,SABINAL RESOURCES INCORPORATED,26
28.625939,-99.471634,LASATER M L,BLUESTAR ENERGY INC,47
28.615000,-99.655556,TORTUGA,CRIMSON EXPLORATION OPERATING INC,29
28.615000,-99.655556,TORTUGA UNIT,CRIMSON EXPLORATION OPERATING INC,30
28.635478,-99.874191,BUSTAMANTE,TEXAS TRI-STAR PETROLEUM INCORPORATED,65
28.511130,-99.821878,WILSON-RIDGE UNIT,SAGE ENERGY COMPANY,43
28.561947,-99.472274,STANDIFER-STONE,RILEY EXPLORATION LLC,26
28.580607,-99.503682,BASIN-BYERLY,RANGER O & G OPERATING LLC,68
28.600623,-99.599505,NANCE O N,EXCO OPERATING COMPANY LP,27
28.600623,-99.599505,NANCE O N,EXCO OPERATING COMPANY LP,40
28.600623,-99.599505,NANCE O N,EXCO OPERATING COMPANY LP,12
28.601176,-99.811400,NELSON BEULAH G,SEISMOTECH ENERGY INCORPORATED,73
28.427206,-99.908856,STEUBING,PATTERSON ENERGY CORPORATION,57
28.545264,-99.708607,WILSON JAMES A ETAL,AMPAK OIL COMPANY,66
28.545264,-99.708607,WILSON,AMPAK OIL COMPANY,45
28.575381,-99.504696,BASIN-VEARL SNEED,QUATRO OIL & GAS INCORPORATED,39
28.617909,-99.682055,MILLER 953,WCS OIL & GAS CORPORATION,93
28.617909,-99.682055,MILLER-DRINKARD,WCS OIL & GAS CORPORATION,75
28.567408,-99.489050,BASIN-LORI,QUATRO OIL & GAS INCORPORATED,49
28.597149,-99.505867,VENUS-WILSON,SABINAL RESOURCES INCORPORATED,42
28.625317,-99.492200,BAGGETT J B,TEXAS AMERICAN RESOURCES COMPANY,36
28.602677,-99.536852,GROVES S B ESTATE,MCDANIEL COMPANY INCORPORATED THE,65
28.563100,-99.488818,BASIN-SHOWDOWN BIG GUN,SHOWDOWN ENERGY CORPORATION,19
28.627599,-99.592212,JASIK C,SAGE ENERGY COMPANY,23
28.580699,-99.489166,BASIN-LEONA,QUATRO OIL & GAS INCORPORATED,31
28.534832,-99.914712,STEWART LORA /B/,HUGHES DAN A COMPANY,66
28.537884,-99.566994,89 RANCH,JB OIL & GAS WELL SERVICE,70
28.343482,-99.455621,LIGHT RANCH,LIGHTNING OIL COMPANY,19
28.638085,-99.424698,BARNHART-THOMPSON,U S ENERCORP LIMITED,64
28.638085,-99.424698,CENIZO-ALC UNIT,U S ENERCORP LIMITED,2
28.618866,-99.399975,OBREGON,FRIO INCORPORATED,31
28.573104,-99.889627,WILLIAMS,HOLLEY OIL COMPANY LLC,89
28.574813,-99.486264,BASIN-SHOWDOWN THUNDER GUN,SHOWDOWN ENERGY CORPORATION,39
28.522174,-99.808219,WHITECOTTON,PINTO OIL COMPANY,51
28.555525,-99.418023,GISE LAWRENCE,NAVAJO EXPLORATION INCORPORATED,86
28.594863,-99.474942,STANLEY,KILLAM OIL COMPANY LIMITED,66
28.429132,-99.733769,MCCARTY,BELLOWS OPERATING COMPANY LC,35
28.429132,-99.733769,MCCARTY,BELLOWS OPERATING COMPANY LC,55
28.608609,-99.523429,ROGERS H L,TEXAS AMERICAN RESOURCES COMPANY,57
28.608609,-99.523429,ROGERS-JONES UNIT,TEXAS AMERICAN RESOURCES COMPANY,64
28.608609,-99.523429,ROJO UNIT,TEXAS AMERICAN RESOURCES COMPANY,97
28.599716,-99.857315,PEARSALL-DAVIS,TEXAKOMA OIL & GAS CORPORATION,2
28.600755,-99.622145,CAMPBELL,COX & PERKINS EXPLORATION INCORPORATED,8
28.410235,-100.010456,TOCQUIGNY R O,VIRTEX OPERATING COMPANY INCORPORATED,45
28.623213,-99.651373,CAMPBELL,COX & PERKINS EXPLORATION INCORPORATED,44
28.469971,-99.860008,RHODES-STATE,REPUBLIC RESOURCES L L C,97
28.469971,-99.860008,RHODES-STATE,REPUBLIC RESOURCES L L C,33
28.604149,-99.615251,ELDRIDGE,SAGE ENERGY COMPANY,89
28.604149,-99.615251,ELDRIDGE UNIT,SAGE ENERGY COMPANY,29
28.604149,-99.615251,ELDRIDGE UNIT,SAGE ENERGY COMPANY,21
28.634190,-99.620183,WOODS,RME PETROLEUM COMPANY,20
28.636500,-99.504900,JONES E B,TEXAS AMERICAN RESOURCES COMPANY,66
28.584995,-99.472167,STANDIFER-STONE,ORYX ENERGY COMPANY,89
28.584995,-99.472167,STANDIFER-STONE,RILEY EXPLORATION LLC,42
28.617299,-99.458837,HATCH G W,GULF OIL & REFINING COMPANY,11
28.631109,-99.759378,AUTUMN UNIT,WHITE MARLIN OPERATING COMPANY LLC,27
28.564858,-99.608846,WHITE-FROST UNIT,CHIODO CORPORATION,82
28.507355,-99.772440,WILSON,U S OPERATING INCORPORATED,72
28.624260,-99.397704,KALLIO R J,MISSION RIVER SYSTEMS INCORPORATED,53
28.582582,-99.669882,PEARSALL-BRUNDAGE,VERMILLION PRODUCTION INCORPORATED,29
28.582582,-99.669882,PEARSALL-BRUNDAGE,VERMILLION PRODUCTION INCORPORATED,53
28.582582,-99.669882,PEARSALL-BRUNDAGE UNIT,VERMILLION PRODUCTION INCORPORATED,20
28.636338,-99.520938,JONES E B,TEXAS AMERICAN RESOURCES COMPANY,89
28.604719,-99.488926,ROD R J `BOB`,SABINAL RESOURCES INCORPORATED,73
28.584297,-99.467928,STANDIFER,JAB OPERATING,73
28.590132,-99.562290,PRICE ROBERT,SAGE ENERGY COMPANY,97
28.590132,-99.562290,PRICE ROBERT,SAGE ENERGY COMPANY,23
28.607991,-99.416029,STRAIT /A/,COX & COX PRODUCTION COMPANY,36
28.614033,-99.574357,INTERCOASTAL FARMS UNIT,1776 ENERGY OPERATORS LLC,80
28.614033,-99.574357,INTERCOASTAL FARMS UNIT,1776 ENERGY OPERATORS LLC,74
28.634783,-99.596788,JASIK C,SAGE ENERGY COMPANY,79
28.596328,-99.491171,DUNLAP SAM,SABINAL RESOURCES INCORPORATED,78
28.382162,-100.065502,HAMILTON RANCH /50/,HAMILTON J R,16
28.577750,-99.414100,EL CID /A/,SOUTH OIL INCORPORATED,77
28.515953,-100.011500,HAMILTON J R,EXXCEL OPERATING COMPANY,100
28.601625,-99.411808,STRAIT /B/,V A C PETROLEUM INCORPORATED,14
28.595056,-99.500024,VENUS-WILSON UNIT,GOLDEN CHILD INCORPORATED,71
28.611182,-99.606581,NANCE O N,SAGE ENERGY COMPANY,87
28.536718,-99.576176,MUSTANG,OASIS PETROLEUM CORPORATION,16
28.509507,-99.836496,BARKER BRUCE ET AL,DAVIS FRANK W II,66
28.595540,-99.509110,FROST NATIONAL BANK TRUST,MCDANIEL COMPANY INCORPORATED THE,99
28.613177,-99.439199,CONTINENTAL CORP,LONE STAR OPERATING INCORPORATED,2
28.582913,-99.486903,STANDIFER DOYLE EST,BOTASCH OPERATING LIMITED LIABILITY CORP,77
28.620738,-99.485345,BAGGETT JOHN B,OMNI OPERATING COMPANY,52
28.604130,-99.420040,BOWERS RUTH M,BRYMER JACK CONTRACTOR SERVICE,53
28.377452,-99.868546,BRISCOE (CARLA),RIM OPERATING INCORPORATED,56
28.442101,-99.889702,BERDOLL,VIRTEX OPERATING COMPANY INCORPORATED,52
28.637622,-99.529778,JONES E B,TEXAS AMERICAN RESOURCES COMPANY,72
28.553686,-99.455657,MAX,BIG WELLS ENERGY CORPORATION,57
28.608317,-99.505351,HUCK C C,TEXAS AMERICAN RESOURCES COMPANY,27
28.632203,-99.461578,BARNHART-THOMPSON,CHESAPEAKE OPERATING LLC,41
28.617927,-99.413025,HERRMANN,DALE OPERATING COMPANY,69
28.606226,-99.461275,HATCH G W,GULF OIL & REFINING COMPANY,5
28.463815,-99.846079,FROST NATIONAL BANK,TEXAS ENERGY SERVICES LLC,29
28.575645,-99.676252,DIMMIT-PADILLA,TEXAKOMA OIL & GAS CORPORATION,52
28.622527,-99.497483,BAGGETT J B,TEXAS AMERICAN RESOURCES COMPANY,3
28.622527,-99.497483,BAGGETT J B-JONES RE,TEXAS AMERICAN RESOURCES COMPANY,5
28.537830,-99.748582,BOWMAN RANCH,SEAGO PET,68
28.594750,-99.664470,MOORE-BUSH UNIT,WCS OIL & GAS CORPORATION,67
28.558964,-99.842263,FEDERAL ENERGY GARDNER,KINLAW OIL CORPORATION,70
28.602323,-99.501427,BAGGETT JOHN B,ROYAL OIL & GAS CORPORATION,91
28.634347,-99.434591,BARNHART CO-HARRY F THOMPSON,CHESAPEAKE OPERATING LLC,78
28.628152,-99.543824,BLALACK ALVIN,ORYX ENERGY COMPANY,50
28.572350,-99.437713,SISTER SUE,BRYMER JACK CONTRACTOR SERVICE,58
28.572090,-99.634084,AV-TECH BOST,PRIME OPERATING COMPANY,99
28.572090,-99.634084,BOST,PRIME OPERATING COMPANY,69
28.601627,-99.672869,BRUNDAGE-HUFFMAN,CRIMSON EXPLORATION OPERATING INC,36
28.601627,-99.672869,HUFFMAN UNIT,CRIMSON EXPLORATION OPERATING INC,40
28.633056,-99.553889,HEITZ BROOKS M /A/ UN,HAWTHORN ENERGY PARTNERS LLC,38
28.633056,-99.553889,HEITZ,HAWTHORN ENERGY PARTNERS LLC,20
28.631101,-99.433250,BARNHART CO - THOMPSON HARRY F,U S ENERCORP LIMITED,80
28.641426,-99.613531,WOODS MCRAE,BERENERGY CORPORATION,10
28.613626,-99.472902,STRAIT,SEDCO RESOURCES INCORPORATED,69
28.600729,-99.534097,BOYD G G,SAGE ENERGY COMPANY,27
28.406694,-99.662277,STUMBERG RANCH,TEXOKAN OPERATING INC,100
28.610694,-99.566804,HAYDEN W F ETAL UN,ORYX ENERGY COMPANY,82
28.630481,-99.533174,JONES E B,TEXAS AMERICAN RESOURCES COMPANY,90
28.577960,-99.427997,EL CID `B`,FIRST ROCK INCORPORATED,72
28.607670,-99.510440,HUCK-HARRINGTON UNIT,TEXAS AMERICAN RESOURCES COMPANY,1
28.346974,-99.647134,WHATABURGER,THALMANN DAVID VAC SERVICE INCORPORATED,23
28.633098,-99.537284,GEORGE BURTON O JR,1776 ENERGY OPERATORS LLC,28
28.635204,-99.579143,KINNARD OLGA,TEXAS AMERICAN RESOURCES COMPANY,50
28.613941,-99.404204,OXFORD-STRAIT,EXXCEL OPERATING COMPANY,90
28.635514,-99.654099,TORTUGA,CRIMSON EXPLORATION OPERATING INC,22
28.635514,-99.654099,TORTUGA A UNIT,CRIMSON EXPLORATION OPERATING INC,100
28.626871,-99.517902,JONES E B,TEXAS AMERICAN RESOURCES COMPANY,98
28.589244,-99.536833,PRICE ROBERT /A/,TEXAS AMERICAN RESOURCES COMPANY,93
28.589244,-99.536833,ROBERT PRICE -A- 1 UNIT,TEXAS AMERICAN RESOURCES COMPANY,28
28.630545,-99.583157,ROBERTSON K E ETAL UNIT,TEXAS AMERICAN RESOURCES COMPANY,31
28.627576,-99.439496,HATCH RANCH,BHEC CORPORATION,94
28.624043,-99.621914,MCRAE/WOODS,HAWTHORN ENERGY PARTNERS LLC,70
28.624043,-99.621914,DIMMIT WOODS,HAWTHORN ENERGY PARTNERS LLC,96
28.637243,-99.562487,BATY-HEITZ UNIT,BARQUERO ENERGY SERVICES LLC,96
28.637243,-99.562487,BATY,BARQUERO ENERGY SERVICES LLC,50
28.469857,-99.642418,NEEDMORE RANCH,ORYX ENERGY COMPANY,40
28.607033,-99.545424,GROVES S B ESTATE,MCDANIEL COMPANY INCORPORATED THE,11
28.635735,-99.632683,WOODS,HAWTHORN ENERGY PARTNERS LLC,53
28.626509,-99.575226,KINNARD ETAL,ORYX ENERGY COMPANY,30
28.626509,-99.575226,KINNARD,RILEY EXPLORATION LLC,5
28.625273,-99.615937,AV-TECH BELL,RME PETROLEUM COMPANY,29
28.635795,-99.591784,JASIK,SAGE ENERGY COMPANY,58
28.573004,-99.691637,RALPH,AMPAK OIL COMPANY,89
28.603774,-99.553874,HAYDEN W F ETAL UN,ORYX ENERGY COMPANY,72
28.601050,-99.583006,PRICE ROBERT,TEXAS AMERICAN RESOURCES COMPANY,18
28.578383,-99.545381,BOYD G G,SAGE ENERGY COMPANY,59
28.586389,-99.584167,BRYMER,KILLAM OIL COMPANY LIMITED,92
28.586389,-99.584167,BRYMER UNIT,KILLAM OIL COMPANY LIMITED,79
28.586389,-99.584167,BRYMER UNIT,KILLAM OIL COMPANY LIMITED,2
28.622098,-99.566586,JAMES PHILLIP C ETAL UNIT,TEXAS AMERICAN RESOURCES COMPANY,70
28.572286,-99.600591,FRIESENHAHN-STRAIT UNIT,MCDANIEL COMPANY INCORPORATED THE,55
28.371726,-100.065966,HAMILTON /C/,SEAGULL OPERATING COMPANY INCORPORATED,55
28.592529,-99.546124,PRICE ROBERT /A/,TEXAS AMERICAN RESOURCES COMPANY,63
28.592529,-99.546124,PRICE ROBERT A,TEXAS AMERICAN RESOURCES COMPANY,45
28.630171,-99.460736,HATCH G W /C/,TEXAKOMA OIL & GAS CORPORATION,78
28.574444,-99.586944,BOWLES-NANCE UNIT,CHESAPEAKE OPERATING LLC,13
28.606836,-99.579122,KINNARD-MCCLARTY UNIT,SAGE ENERGY COMPANY,67
28.606836,-99.579122,KINNARD-MCCLARTY UNIT,SAGE ENERGY COMPANY,32
28.622034,-99.451869,BIG WELLS,TEXAKOMA OIL & GAS CORPORATION,91
28.577187,-99.584001,BRYMER,KILLAM OIL COMPANY LIMITED,98
28.577404,-99.693266,FRIESENHAHN ELMO UN,OMNI PETROLEUM CORPORATION,70
28.630061,-99.566406,IRISH-GREGG UNIT,ORYX ENERGY COMPANY,44
28.586414,-99.565887,FROST NATL BANK 69,MCDANIEL COMPANY INCORPORATED THE,89
28.586414,-99.565887,FROST NATL BANK,HAWTHORN ENERGY PARTNERS LLC,90
28.565750,-99.675274,BARBARA,DIMMIT COUNTY SWD LLC,39
28.560228,-99.695167,JAMES,AMPAK OIL COMPANY,86
28.560228,-99.695167,JAMES,AMPAK OIL COMPANY,38
28.529275,-99.741451,LITTLE SONNY,INGRAM OIL & GAS INCORPORATED,99
28.641037,-99.574954,KINNARD OLGA,TEXAS AMERICAN RESOURCES COMPANY,32
28.629820,-99.550926,BLALACK ALVIN,ORYX ENERGY COMPANY,38
28.566688,-99.719239,BIG KAHUNA,HAWTHORN ENERGY PARTNERS LLC,88
28.377450,-99.868872,BRISCOE,RME PETROLEUM COMPANY,31
28.494061,-99.808617,WILSON UNIT,HAWTHORN ENERGY PARTNERS LLC,79
28.224642,-100.068716,WEST,APACHE CORPORATION,33
28.593952,-99.623653,WILLERSON UNIT,SAGE ENERGY COMPANY,70
28.606714,-99.594380,NANCE UNIT,SAGE ENERGY COMPANY,52
28.552870,-100.083424,COMANCHE RANCH,CMR ENERGY LIMITED PARNERSHIP,47
28.602296,-100.007003,VIVIAN G W,EL TORO RESOURCES LLC,31
28.553139,-100.088005,COMANCHE RANCH,CMR ENERGY LIMITED PARNERSHIP,99
28.586340,-99.958880,KOTHMAN I O K,EL TORO RESOURCES LLC,93
28.614682,-100.020317,MYERS,EL TORO RESOURCES LLC,44
28.590995,-100.027380,COVERT F M,EL TORO RESOURCES LLC,99
28.581661,-99.981250,KOTHMAN,EL TORO RESOURCES LLC,9
28.598996,-100.029049,COMANCHE RANCH,CMR ENERGY LIMITED PARNERSHIP,45
28.599727,-99.990133,OMEARA,EL TORO RESOURCES LLC,41
28.580011,-99.970220,KOTHMAN,EL TORO RESOURCES LLC,76
28.630064,-99.613076,DIMMIT-WOOD,SAGE ENERGY COMPANY,43
28.587313,-99.969797,WEBB F J UNIT 1,EL TORO RESOURCES LLC,78
28.480500,-99.886967,REYES GAS UNIT,GENESIS WELL SERVICE,38
28.480500,-99.886967,REYES,GENESIS WELL SERVICE,85
28.606742,-99.951875,KOTHMAN I O K,EL TORO RESOURCES LLC,9
28.577250,-99.977928,KOTHMAN I O K,EL TORO RESOURCES LLC,51
28.478820,-99.892353,REYES UNIT 2,GENESIS WELL SERVICE,3
28.548327,-99.995615,HAMILTON RANCH,HAMILTON CLAY,55
28.564631,-100.002514,COVERT,EL TORO RESOURCES LLC,85
28.619167,-99.635833,DIMMIT-WOOD UNIT,EXCO OPERATING COMPANY LP,63
28.583858,-100.039417,COMANCHE RANCH,EL TORO RESOURCES LLC,39
28.613611,-99.912778,SPEER,EXCO OPERATING COMPANY LP,33
28.613611,-99.912778,SPEER,EXCO OPERATING COMPANY LP,16
28.594240,-99.887680,TROTTER,TXCO RESOURCES INCORPORATED,27
28.487620,-100.002010,LATHAM-MCNIGHT,EL TORO RESOURCES LLC,3
28.616106,-99.888309,TROTTER-HARVEY,NEWFIELD EXPLORATION,52
28.610670,-99.864400,TROTTER,NEWFIELD EXPLORATION,38
28.530350,-99.563995,89 RANCH,JB OIL & GAS WELL SERVICE,46
28.413864,-99.983608,SHOOK,EL TORO RESOURCES LLC,33
28.554953,-100.106288,COMANCHE RANCH,CMR ENERGY LIMITED PARNERSHIP,47
28.620700,-99.791620,CANNAN,CML EXPLORATION LIMITED LIABILITY CORP,48
28.636921,-99.806564,WAGNER FARMS,PRIME OPERATING COMPANY,40
28.598889,-99.956117,KOTHMAN,EL TORO RESOURCES LLC,88
28.629711,-99.675150,TORTUGA C UNIT,CRIMSON EXPLORATION OPERATING INC,36
28.624198,-100.014435,MYERS,EL TORO RESOURCES LLC,94
28.566111,-99.969444,KOTHMANN,SAGE ENERGY COMPANY,87
28.579395,-100.017455,COVERT F M,EL TORO RESOURCES LLC,10
28.558959,-100.091375,COMANCHE RANCH,CMR ENERGY LIMITED PARNERSHIP,78
28.606748,-100.075683,COMANCHE RANCH,EL TORO RESOURCES LLC,18
28.335027,-99.718089,BRISCOE CATARINA RANCH,SN EF MAVERICK LLC,39
28.603793,-99.815707,ESPANTOSA LAKE UNIT,EXCO OPERATING COMPANY LP,12
28.249236,-100.050934,SAN PEDRO RANCH,SN EF MAVERICK LLC,54
28.299842,-99.872378,BRISCOE CATARINA WEST,SN EF MAVERICK LLC,33
28.490556,-99.713055,BOWMAN,CML EXPLORATION LIMITED LIABILITY CORP,83
28.524564,-99.807187,WHITECOTTON UNIT,EXCO OPERATING COMPANY LP,53
28.252395,-100.088361,SAN PEDRO RANCH,SN EF MAVERICK LLC,1
28.588333,-99.940000,BRAY,EXCO OPERATING COMPANY LP,55
28.486350,-99.668676,BOWMAN,BOTASCH OPERATING LIMITED LIABILITY CORP,7
28.623611,-99.731667,ALLEE,EXCO OPERATING COMPANY LP,3
28.633636,-99.794517,PRESTAGE,PRIME OPERATING COMPANY,4
28.611391,-99.742222,ALLEE-BOWMAN UNIT,EXCO OPERATING COMPANY LP,5
28.558552,-99.665801,BRUNDAGE-IVY UNIT,SAGE ENERGY COMPANY,100
28.452783,-99.874300,CASTELLAW-HUNDLEY,GENESIS WELL SERVICE,43
28.630600,-100.036089,MYERS,EL TORO RESOURCES LLC,16
28.568056,-99.790278,FLYING G,CML EXPLORATION LIMITED LIABILITY CORP,63
28.569722,-99.810833,CIRCLE `T`,CML EXPLORATION LIMITED LIABILITY CORP,25
28.552778,-99.612500,HARPER,BOTASCH OPERATING LIMITED LIABILITY CORP,55
28.516139,-99.652595,LA ROSITA,CML EXPLORATION LIMITED LIABILITY CORP,27
28.585209,-99.802413,WARD-RIHA,EXCO OPERATING COMPANY LP,11
28.562164,-99.645243,WINTON UNIT,CHESAPEAKE OPERATING LLC,35
28.346682,-100.090542,SHAPE RANCH,SN EF MAVERICK LLC,91
28.603894,-99.993692,OMEARA-WEBB 687 UNIT,EL TORO RESOURCES LLC,52
28.610556,-99.785556,FGP,CML EXPLORATION LIMITED LIABILITY CORP,21
28.342475,-99.729883,BRISCOE CATARINA RANCH,SN EF MAVERICK LLC,8
28.618000,-99.444000,HATCH,STONEGATE PRODUCTION COMPANY LLC,13
28.292228,-99.859567,BRISCOE CATARINA WEST,SN EF MAVERICK LLC,2
28.556389,-99.815000,MORELAND,CML EXPLORATION LIMITED LIABILITY CORP,38
28.368200,-100.012600,LA BANDERA RANCH,SN EF MAVERICK LLC,68
28.373488,-99.401124,BRISCOE COCHINA EAST RANCH,SN EF MAVERICK LLC,15
28.406628,-99.420877,BRISCOE COCHINA EAST RANCH,SN EF MAVERICK LLC,57
28.543056,-99.715278,MOLAK,CML EXPLORATION LIMITED LIABILITY CORP,47
28.322686,-99.709461,BEINHORN RANCH,SN EF MAVERICK LLC,24
28.491867,-99.989375,BRISCOE-MCKNIGHT,EL TORO RESOURCES LLC,79
28.247416,-100.089105,SAN PEDRO RANCH,SN EF MAVERICK LLC,89
28.282008,-99.862292,BRISCOE CATARINA WEST,SN EF MAVERICK LLC,58
28.400919,-99.972989,SHOOK,SEA EAGLE FORD LLC,59
28.521183,-99.677030,SUGARLAND,CML EXPLORATION LIMITED LIABILITY CORP,29
28.369555,-99.923222,SOUTH SPUR RANCH,SN EF MAVERICK LLC,12
28.385373,-100.037221,LA BANDERA RANCH,SN EF MAVERICK LLC,14
28.540278,-99.876111,TRIPLITT UNIT,CML EXPLORATION LIMITED LIABILITY CORP,99
28.306546,-99.910562,ROGERS DENTONIO RANCH,SN EF MAVERICK LLC,86
28.295083,-99.853605,BRISCOE CATARINA WEST,SN EF MAVERICK LLC,34
28.299039,-99.848094,BRISCOE CATARINA WEST,SN EF MAVERICK LLC,65
28.301228,-99.692392,BEINHORN RANCH,SN EF MAVERICK LLC,49
28.588605,-99.517060,BOWMAN `A`,TEXAS AMERICAN RESOURCES COMPANY,2
28.346421,-99.719785,BRISCOE CATARINA RANCH,SN EF MAVERICK LLC,43
28.295185,-99.853256,BRISCOE CATARINA WEST,SN EF MAVERICK LLC,35
28.531389,-99.728333,BERMUDA,CML EXPLORATION LIMITED LIABILITY CORP,91
28.543300,-99.798338,OPA UNIT,CML EXPLORATION LIMITED LIABILITY CORP,10
28.509281,-99.969706,BRISCOE-MCKNIGHT,EL TORO RESOURCES LLC,65
28.347028,-100.091861,FOGMT,SN EF MAVERICK LLC,20
28.220456,-99.736000,COTULLA,LEWIS PETROLEUM PROPERTIES INCORPORATED,50
28.374772,-99.559892,DIAMOND H STATE,SN EF MAVERICK LLC,12
28.403680,-99.501632,BRISCOE COCHINA WEST RANCH,SN EF MAVERICK LLC,93
28.263800,-99.599294,BRIGGS,MURPHY EXPLORATION & PRODUCTION CO-USA,81
28.372229,-99.940351,SOUTH SPUR STATE,SN EF MAVERICK LLC,62
28.376830,-99.532084,DIAMOND H RANCH,SN EF MAVERICK LLC,66
28.405906,-99.421619,BRISCOE COCHINA EAST RANCH,SN EF MAVERICK LLC,35
28.535211,-99.659000,VERNA,CML EXPLORATION LIMITED LIABILITY CORP,86
28.301169,-99.692392,BEINHORN RANCH,SN EF MAVERICK LLC,5
28.521447,-99.406624,LAZY A COTULLA,CHESAPEAKE OPERATING LLC,57
28.348782,-99.887141,BRISCOE CARLA RANCH,SN EF MAVERICK LLC,36
28.400255,-99.425274,BRISCOE COCHINA EAST RANCH,SN EF MAVERICK LLC,84
28.400350,-99.425340,BRISCOE COCHINA EAST RANCH,SN EF MAVERICK LLC,12
28.404136,-99.411856,BRISCOE COCHINA EAST RANCH,SN EF MAVERICK LLC,36
28.404039,-99.411791,BRISCOE COCHINA EAST RANCH,SN EF MAVERICK LLC,23
28.400414,-99.434593,BRISCOE COCHINA EAST RANCH,SN EF MAVERICK LLC,86
28.400480,-99.434587,BRISCOE COCHINA EAST RANCH,SN EF MAVERICK LLC,89
28.371862,-100.037807,LA BANDERA RANCH,SN EF MAVERICK LLC,4
28.303583,-99.776561,BRISCOE CATARINA RANCH,SN EF MAVERICK LLC,80
28.549458,-99.705903,BETTY,CML EXPLORATION LIMITED LIABILITY CORP,32
28.400925,-99.972211,SHOOK,SEA EAGLE FORD LLC,11
28.303556,-99.776683,BRISCOE CATARINA RANCH,SN EF MAVERICK LLC,97
28.400550,-99.434575,BRISCOE COCHINA EAST RANCH,SN EF MAVERICK LLC,75
28.302218,-99.909983,ROGERS DENTONIO RANCH,SN EF MAVERICK LLC,58
28.338417,-99.722992,BRISCOE CATARINA RANCH,SN EF MAVERICK LLC,15
28.379024,-99.906671,BRISCOE CARLA RANCH,SN EF MAVERICK LLC,45
28.299256,-99.872749,BRISCOE CATARINA WEST,SN EF MAVERICK LLC,7
28.551408,-99.765442,EVERGREEN,CML EXPLORATION LIMITED LIABILITY CORP,47
28.344596,-99.716942,BRISCOE CATARINA RANCH,SN EF MAVERICK LLC,100
28.299147,-99.848075,BRISCOE CATARINA WEST,SN EF MAVERICK LLC,20
28.372167,-99.937650,SOUTH SPUR STATE,SN EF MAVERICK LLC,81
28.315287,-99.823796,BRISCOE CATARINA NORTH,SN EF MAVERICK LLC,29
28.549847,-99.826828,BOX,CML EXPLORATION LIMITED LIABILITY CORP,75
28.291364,-99.731417,BRISCOE FRIDAY RANCH,SN EF MAVERICK LLC,33
28.290683,-99.684331,BEINHORN RANCH,SN EF MAVERICK LLC,29
28.417933,-100.031814,JRED RANCH,PATTERSON ENERGY CORPORATION,78
28.557042,-99.577695,JBGS,CHESAPEAKE OPERATING LLC,93
28.389044,-99.558692,DIAMOND H RANCH,SN EF MAVERICK LLC,41
28.388208,-99.547250,DIAMOND H STATE,SN EF MAVERICK LLC,92
28.293474,-100.085164,FOGMT,SN EF MAVERICK LLC,100
28.397106,-99.505689,BRISCOE COCHINA WEST RANCH,SN EF MAVERICK LLC,87
28.566453,-99.900175,VILLARREAL YOLANDA,ALAMO OPERATING COMPANY L C,49
28.640103,-99.890000,FERGUSON-MCKNIGHT 526,EL TORO RESOURCES LLC,24
28.397042,-99.505725,BRISCOE COCHINA WEST RANCH,SN EF MAVERICK LLC,47
28.396983,-99.505758,BRISCOE COCHINA WEST RANCH,SN EF MAVERICK LLC,74
28.603922,-99.887886,PENA CREEK I,EXCO OPERATING COMPANY LP,1
28.612016,-99.872970,PENA CREEK III,EXCO OPERATING COMPANY LP,56
28.398312,-99.824808,CMWW B 36,PROTEGE ENERGY III LLC,29
28.443044,-99.992714,SHOOK,EL TORO RESOURCES LLC,65
28.379097,-99.906569,BRISCOE CARLA RANCH,SN EF MAVERICK LLC,100
28.379167,-99.906472,BRISCOE CARLA RANCH,SN EF MAVERICK LLC,100
